"","ESD.CODE","STATE","PHASE","PHASE.NAME","FUNCTIONAL","SYMBOL","Lower","Upper"
"1744","R034BY206UT","REFERENCE",1.1,"1.1","GRASS","SPCR",8,20
"1745","R034BY206UT","REFERENCE",1.1,"1.1","FORB","SPCO",3,15
"1746","R034BY206UT","REFERENCE",1.1,"1.1","FORB","AF",15,40
"1747","R034BY206UT","REFERENCE",1.1,"1.1","FORB","PF",10,35
"1748","R034BY206UT","REFERENCE",1.1,"1.1","FORB","DEPI",4,10
"1749","R034BY206UT","REFERENCE",1.1,"1.1","FORB","ERPU2",4,10
"1750","R034BY206UT","REFERENCE",1.1,"1.1","FORB","LEMO2",4,11
"1751","R034BY206UT","REFERENCE",1.1,"1.1","FORB","MACA2",4,12
"1752","R034BY206UT","REFERENCE",1.1,"1.1","FORB","PHCRC",4,13
"1753","R034BY206UT","REFERENCE",1.1,"1.1","FORB","PHLO2",4,14
"1754","R034BY251UT","REFERENCE",1.1,"1.1","SHRUB","ATCO",25,38
"1755","R034BY251UT","REFERENCE",1.1,"1.1","SHRUB","CHVI8",13,25
"1756","R034BY251UT","REFERENCE",1.1,"1.1","SHRUB","ATCU",3,13
"1757","R034BY251UT","REFERENCE",1.1,"1.1","SHRUB","SH",47,78
"1758","R034BY251UT","REFERENCE",1.1,"1.1","SHRUB","BRMI",8,13
"1759","R034BY251UT","REFERENCE",1.1,"1.1","SHRUB","EPTO",8,13
"1760","R034BY251UT","REFERENCE",1.1,"1.1","SHRUB","EPVI",3,5
"1761","R034BY251UT","REFERENCE",1.1,"1.1","SHRUB","ERBI",3,5
"1762","R034BY251UT","REFERENCE",1.1,"1.1","SHRUB","ERMI4",3,5
"1763","R034BY251UT","REFERENCE",1.1,"1.1","SHRUB","ERNAN5",3,5
"1764","R034BY251UT","REFERENCE",1.1,"1.1","SHRUB","GUSA2",3,5
"1765","R034BY251UT","REFERENCE",1.1,"1.1","SHRUB","MAFR3",3,5
"1766","R034BY251UT","REFERENCE",1.1,"1.1","SHRUB","OPPO",3,5
"1767","R034BY251UT","REFERENCE",1.1,"1.1","SHRUB","PIDE4",3,5
"1768","R034BY251UT","REFERENCE",1.1,"1.1","SHRUB","PUME",3,5
"1769","R034BY251UT","REFERENCE",1.1,"1.1","SHRUB","TESP2",3,5
"1770","R034BY251UT","REFERENCE",1.1,"1.1","GRASS","LESAS",125,138
"1771","R034BY251UT","REFERENCE",1.1,"1.1","GRASS","AG",8,13
"1772","R034BY251UT","REFERENCE",1.1,"1.1","GRASS","PG",8,13
"1773","R034BY251UT","REFERENCE",1.1,"1.1","GRASS","ACHY",3,8
"1774","R034BY251UT","REFERENCE",1.1,"1.1","FORB","AF",25,38
"1775","R034BY251UT","REFERENCE",1.1,"1.1","FORB","PF",25,38
"1776","R034BY251UT","REFERENCE",1.1,"1.1","FORB","ASMO7",3,8
"1777","R034BY251UT","REFERENCE",1.1,"1.1","FORB","CANU3",3,8
"1778","R034BY251UT","REFERENCE",1.1,"1.1","FORB","CRFL6",3,8
"1779","R034BY251UT","REFERENCE",1.1,"1.1","FORB","ERIN4",3,8
"1780","R034BY251UT","REFERENCE",1.1,"1.1","FORB","LEMO2",3,8
"1781","R034BY251UT","REFERENCE",1.1,"1.1","FORB","LOJU",3,8
"1782","R034BY251UT","REFERENCE",1.1,"1.1","FORB","STPI",3,8
"1783","R034BY251UT","REFERENCE",1.1,"1.1","FORB","SYCHC",3,8
"1784","R036XY325CO","REFERENCE",1.1,"PERENNIAL SHRUBLAND/GRASSLAND","GRASS","ACHY",30,120
"1785","R036XY325CO","REFERENCE",1.1,"PERENNIAL SHRUBLAND/GRASSLAND","GRASS","PLJA",60,120
"1786","R036XY325CO","REFERENCE",1.1,"PERENNIAL SHRUBLAND/GRASSLAND","GRASS","HENE5",0,90
"1787","R036XY325CO","REFERENCE",1.1,"PERENNIAL SHRUBLAND/GRASSLAND","GRASS","BOGR2",30,60
"1788","R036XY325CO","REFERENCE",1.1,"PERENNIAL SHRUBLAND/GRASSLAND","GRASS","ELELE",30,60
"1789","R036XY325CO","REFERENCE",1.1,"PERENNIAL SHRUBLAND/GRASSLAND","GRASS","PASM",12,30
"1790","R036XY325CO","REFERENCE",1.1,"PERENNIAL SHRUBLAND/GRASSLAND","GRASS","SPCR",12,30
"1791","R036XY325CO","REFERENCE",1.1,"PERENNIAL SHRUBLAND/GRASSLAND","GRASS","ARPUL",12,30
"1792","R036XY325CO","REFERENCE",1.1,"PERENNIAL SHRUBLAND/GRASSLAND","FORB","CANU2",0,12
"1793","R036XY325CO","REFERENCE",1.1,"PERENNIAL SHRUBLAND/GRASSLAND","FORB","ERFL",0,12
"1794","R036XY325CO","REFERENCE",1.1,"PERENNIAL SHRUBLAND/GRASSLAND","FORB","PANEM",0,12
"1795","R036XY325CO","REFERENCE",1.1,"PERENNIAL SHRUBLAND/GRASSLAND","FORB","PELI2",0,12
"1796","R036XY325CO","REFERENCE",1.1,"PERENNIAL SHRUBLAND/GRASSLAND","FORB","PENST",0,12
"1797","R036XY325CO","REFERENCE",1.1,"PERENNIAL SHRUBLAND/GRASSLAND","FORB","SPCO",0,12
"1798","R036XY325CO","REFERENCE",1.1,"PERENNIAL SHRUBLAND/GRASSLAND","FORB","LUAR3",0,6
"1799","R036XY325CO","REFERENCE",1.1,"PERENNIAL SHRUBLAND/GRASSLAND","FORB","ASLE8",0,6
"1800","R036XY325CO","REFERENCE",1.1,"PERENNIAL SHRUBLAND/GRASSLAND","SHRUB","ARTRW8",100,200
"1801","R036XY325CO","REFERENCE",1.1,"PERENNIAL SHRUBLAND/GRASSLAND","SHRUB","ATCA2",12,30
"1802","R036XY325CO","REFERENCE",1.1,"PERENNIAL SHRUBLAND/GRASSLAND","SHRUB","GUSA2",0,30
"1803","R036XY325CO","REFERENCE",1.1,"PERENNIAL SHRUBLAND/GRASSLAND","SHRUB","ATCO",0,15
"1804","R036XY325CO","REFERENCE",1.1,"PERENNIAL SHRUBLAND/GRASSLAND","SHRUB","CHVI8",0,12
"1805","R036XY325CO","REFERENCE",1.1,"PERENNIAL SHRUBLAND/GRASSLAND","SHRUB","EPCU",0,12
"1806","R036XY325CO","REFERENCE",1.1,"PERENNIAL SHRUBLAND/GRASSLAND","SHRUB","EPVI",0,12
"1807","R036XY325CO","REFERENCE",1.1,"PERENNIAL SHRUBLAND/GRASSLAND","SHRUB","KRLA2",0,12
"1808","R036XY325CO","REFERENCE",1.1,"PERENNIAL SHRUBLAND/GRASSLAND","SHRUB","OPPO",0,12
"1809","R036XY325CO","DEPAUPERATE STATE",3.1,"DEPAUPERATE SHRUBLAND","GRASS","PG",0,30
"1810","R036XY325CO","DEPAUPERATE STATE",3.1,"DEPAUPERATE SHRUBLAND","FORB","AF",0,5
"1811","R036XY325CO","DEPAUPERATE STATE",3.1,"DEPAUPERATE SHRUBLAND","FORB","PF",0,5
"1812","R036XY325CO","DEPAUPERATE STATE",3.1,"DEPAUPERATE SHRUBLAND","SHRUB","ARTRW8",150,350
"1813","R036XY325CO","DEPAUPERATE STATE",3.1,"DEPAUPERATE SHRUBLAND","SHRUB","GUSA2",10,50
"1814","R036XY325CO","DEPAUPERATE STATE",3.1,"DEPAUPERATE SHRUBLAND","SHRUB","SH",0,40
"1815","R036XY325CO","DEPAUPERATE STATE",3.1,"DEPAUPERATE SHRUBLAND","SHRUB","ATCO",0,35
"1816","R036XY325CO","DEPAUPERATE STATE",3.1,"DEPAUPERATE SHRUBLAND","SHRUB","EPCU",0,25
"1817","R036XY325CO","DEPAUPERATE STATE",3.1,"DEPAUPERATE SHRUBLAND","SHRUB","OPPO",0,15
"1818","R036XY325CO","DEPAUPERATE STATE",3.1,"DEPAUPERATE SHRUBLAND","SHRUB","SAVE4",0,10
"1819","R036XY325CO","DEPAUPERATE STATE",3.1,"DEPAUPERATE SHRUBLAND","TREE","JUOS",0,15
"1820","R036XY325CO","DEPAUPERATE STATE",3.1,"DEPAUPERATE SHRUBLAND","TREE","PIED",0,5
"1821","R036XY114CO","REFERENCE",1.1,"PINYON-JUNIPER WOODLAND","GRASS","PASM",25,80
"1822","R036XY114CO","REFERENCE",1.1,"PINYON-JUNIPER WOODLAND","GRASS","ACHY",35,80
"1823","R036XY114CO","REFERENCE",1.1,"PINYON-JUNIPER WOODLAND","GRASS","POFE",5,40
"1824","R036XY114CO","REFERENCE",1.1,"PINYON-JUNIPER WOODLAND","GRASS","POSE",5,40
"1825","R036XY114CO","REFERENCE",1.1,"PINYON-JUNIPER WOODLAND","GRASS","SPCR",5,40
"1826","R036XY114CO","REFERENCE",1.1,"PINYON-JUNIPER WOODLAND","GRASS","ELEL5",5,40
"1827","R036XY114CO","REFERENCE",1.1,"PINYON-JUNIPER WOODLAND","GRASS","HECOC8",5,40
"1828","R036XY114CO","REFERENCE",1.1,"PINYON-JUNIPER WOODLAND","GRASS","KOMA",5,40
"1829","R036XY114CO","REFERENCE",1.1,"PINYON-JUNIPER WOODLAND","GRASS","LESA4",5,25
"1830","R036XY114CO","REFERENCE",1.1,"PINYON-JUNIPER WOODLAND","GRASS","BOGR2",5,25
"1831","R036XY114CO","REFERENCE",1.1,"PINYON-JUNIPER WOODLAND","GRASS","CAGE2",5,25
"1832","R036XY114CO","REFERENCE",1.1,"PINYON-JUNIPER WOODLAND","FORB","ARLU",0,15
"1833","R036XY114CO","REFERENCE",1.1,"PINYON-JUNIPER WOODLAND","FORB","BASA3",0,15
"1834","R036XY114CO","REFERENCE",1.1,"PINYON-JUNIPER WOODLAND","FORB","CRFE3",0,15
"1835","R036XY114CO","REFERENCE",1.1,"PINYON-JUNIPER WOODLAND","FORB","ERDE6",0,15
"1836","R036XY114CO","REFERENCE",1.1,"PINYON-JUNIPER WOODLAND","FORB","ERST4",0,15
"1837","R036XY114CO","REFERENCE",1.1,"PINYON-JUNIPER WOODLAND","FORB","ERUM",0,15
"1838","R036XY114CO","REFERENCE",1.1,"PINYON-JUNIPER WOODLAND","FORB","HEVI4",0,15
"1839","R036XY114CO","REFERENCE",1.1,"PINYON-JUNIPER WOODLAND","FORB","IPAGA3",0,15
"1840","R036XY114CO","REFERENCE",1.1,"PINYON-JUNIPER WOODLAND","FORB","OXYTR",0,15
"1841","R036XY114CO","REFERENCE",1.1,"PINYON-JUNIPER WOODLAND","FORB","PECA4",0,15
"1842","R036XY114CO","REFERENCE",1.1,"PINYON-JUNIPER WOODLAND","FORB","PEPU7",0,15
"1843","R036XY114CO","REFERENCE",1.1,"PINYON-JUNIPER WOODLAND","FORB","PEST2",0,15
"1844","R036XY114CO","REFERENCE",1.1,"PINYON-JUNIPER WOODLAND","FORB","PHHO",0,15
"1845","R036XY114CO","REFERENCE",1.1,"PINYON-JUNIPER WOODLAND","FORB","PHLO2",0,15
"1846","R036XY114CO","REFERENCE",1.1,"PINYON-JUNIPER WOODLAND","FORB","SPCO",0,15
"1847","R036XY114CO","REFERENCE",1.1,"PINYON-JUNIPER WOODLAND","SHRUB","AMUT",0,40
"1848","R036XY114CO","REFERENCE",1.1,"PINYON-JUNIPER WOODLAND","SHRUB","ARNO4",0,40
"1849","R036XY114CO","REFERENCE",1.1,"PINYON-JUNIPER WOODLAND","SHRUB","ARTRW8",5,40
"1850","R036XY114CO","REFERENCE",1.1,"PINYON-JUNIPER WOODLAND","SHRUB","CEMO2",0,40
"1851","R036XY114CO","REFERENCE",1.1,"PINYON-JUNIPER WOODLAND","SHRUB","CHVIV4",0,40
"1852","R036XY114CO","REFERENCE",1.1,"PINYON-JUNIPER WOODLAND","SHRUB","QUGA",0,40
"1853","R036XY114CO","REFERENCE",1.1,"PINYON-JUNIPER WOODLAND","SHRUB","OPPO",0,40
"1854","R036XY114CO","REFERENCE",1.1,"PINYON-JUNIPER WOODLAND","SHRUB","PERA4",0,25
"1855","R036XY114CO","REFERENCE",1.1,"PINYON-JUNIPER WOODLAND","SHRUB","PUTR2",0,25
"1856","R036XY114CO","REFERENCE",1.1,"PINYON-JUNIPER WOODLAND","SHRUB","RICE",0,25
"1857","R036XY114CO","REFERENCE",1.1,"PINYON-JUNIPER WOODLAND","SHRUB","SYOR2",0,25
"1858","R036XY114CO","REFERENCE",1.1,"PINYON-JUNIPER WOODLAND","SHRUB","YUGL",0,25
"1859","R036XY114CO","REFERENCE",1.1,"PINYON-JUNIPER WOODLAND","SHRUB","ARTRW8",0,25
"1860","R036XY114CO","REFERENCE",1.1,"PINYON-JUNIPER WOODLAND","SHRUB","ARFR4",0,25
"1861","R036XY114CO","REFERENCE",1.1,"PINYON-JUNIPER WOODLAND","SHRUB","FERU",0,20
"1862","R036XY114CO","REFERENCE",1.1,"PINYON-JUNIPER WOODLAND","TREE","PIED",150,330
"1863","R036XY114CO","REFERENCE",1.1,"PINYON-JUNIPER WOODLAND","TREE","JUOS",50,160
"1864","R036XY114CO","REFERENCE",1.2,"MATURE PINYON-JUNIPER WOODLAND","GRASS","ELEL5",1,25
"1865","R036XY114CO","REFERENCE",1.2,"MATURE PINYON-JUNIPER WOODLAND","GRASS","HECOC8",1,25
"1866","R036XY114CO","REFERENCE",1.2,"MATURE PINYON-JUNIPER WOODLAND","GRASS","KOMA",1,25
"1867","R036XY114CO","REFERENCE",1.2,"MATURE PINYON-JUNIPER WOODLAND","GRASS","PASM",1,25
"1868","R036XY114CO","REFERENCE",1.2,"MATURE PINYON-JUNIPER WOODLAND","GRASS","POFE",1,25
"1869","R036XY114CO","REFERENCE",1.2,"MATURE PINYON-JUNIPER WOODLAND","GRASS","POSE",1,25
"1870","R036XY114CO","REFERENCE",1.2,"MATURE PINYON-JUNIPER WOODLAND","GRASS","SPCR",1,25
"1871","R036XY114CO","REFERENCE",1.2,"MATURE PINYON-JUNIPER WOODLAND","GRASS","ACHY",1,25
"1872","R036XY114CO","REFERENCE",1.2,"MATURE PINYON-JUNIPER WOODLAND","GRASS","LESA4",0,5
"1873","R036XY114CO","REFERENCE",1.2,"MATURE PINYON-JUNIPER WOODLAND","GRASS","BOGR2",0,5
"1874","R036XY114CO","REFERENCE",1.2,"MATURE PINYON-JUNIPER WOODLAND","GRASS","CAGE2",0,5
"1875","R036XY114CO","REFERENCE",1.2,"MATURE PINYON-JUNIPER WOODLAND","FORB","ARLU",0,5
"1876","R036XY114CO","REFERENCE",1.2,"MATURE PINYON-JUNIPER WOODLAND","FORB","BASA3",0,5
"1877","R036XY114CO","REFERENCE",1.2,"MATURE PINYON-JUNIPER WOODLAND","FORB","CRFE3",0,5
"1878","R036XY114CO","REFERENCE",1.2,"MATURE PINYON-JUNIPER WOODLAND","FORB","ERDE6",0,5
"1879","R036XY114CO","REFERENCE",1.2,"MATURE PINYON-JUNIPER WOODLAND","FORB","ERST4",0,5
"1880","R036XY114CO","REFERENCE",1.2,"MATURE PINYON-JUNIPER WOODLAND","FORB","ERUM",0,5
"1881","R036XY114CO","REFERENCE",1.2,"MATURE PINYON-JUNIPER WOODLAND","FORB","HEVI4",0,5
"1882","R036XY114CO","REFERENCE",1.2,"MATURE PINYON-JUNIPER WOODLAND","FORB","IPAGA3",0,5
"1883","R036XY114CO","REFERENCE",1.2,"MATURE PINYON-JUNIPER WOODLAND","FORB","OXYTR",0,5
"1884","R036XY114CO","REFERENCE",1.2,"MATURE PINYON-JUNIPER WOODLAND","FORB","PECA4",0,5
"1885","R036XY114CO","REFERENCE",1.2,"MATURE PINYON-JUNIPER WOODLAND","FORB","PEPU7",0,5
"1886","R036XY114CO","REFERENCE",1.2,"MATURE PINYON-JUNIPER WOODLAND","FORB","PEST2",0,5
"1887","R036XY114CO","REFERENCE",1.2,"MATURE PINYON-JUNIPER WOODLAND","FORB","PHHO",0,5
"1888","R036XY114CO","REFERENCE",1.2,"MATURE PINYON-JUNIPER WOODLAND","FORB","PHLO2",0,5
"1889","R036XY114CO","REFERENCE",1.2,"MATURE PINYON-JUNIPER WOODLAND","FORB","SPCO",0,5
"1890","R036XY114CO","REFERENCE",1.2,"MATURE PINYON-JUNIPER WOODLAND","FORB","STAC",0,5
"1891","R036XY114CO","REFERENCE",1.2,"MATURE PINYON-JUNIPER WOODLAND","SHRUB","ARNO4",1,15
"1892","R036XY114CO","REFERENCE",1.2,"MATURE PINYON-JUNIPER WOODLAND","SHRUB","ARTRW8",0,15
"1893","R036XY114CO","REFERENCE",1.2,"MATURE PINYON-JUNIPER WOODLAND","SHRUB","CEMO2",1,15
"1894","R036XY114CO","REFERENCE",1.2,"MATURE PINYON-JUNIPER WOODLAND","SHRUB","CHVIV4",1,15
"1895","R036XY114CO","REFERENCE",1.2,"MATURE PINYON-JUNIPER WOODLAND","SHRUB","OPPO",1,15
"1896","R036XY114CO","REFERENCE",1.2,"MATURE PINYON-JUNIPER WOODLAND","SHRUB","AMUT",1,15
"1897","R036XY114CO","REFERENCE",1.2,"MATURE PINYON-JUNIPER WOODLAND","SHRUB","QUGA",1,15
"1898","R036XY114CO","REFERENCE",1.2,"MATURE PINYON-JUNIPER WOODLAND","SHRUB","RICE",0,5
"1899","R036XY114CO","REFERENCE",1.2,"MATURE PINYON-JUNIPER WOODLAND","SHRUB","SYOR2",0,5
"1900","R036XY114CO","REFERENCE",1.2,"MATURE PINYON-JUNIPER WOODLAND","SHRUB","YUGL",0,5
"1901","R036XY114CO","REFERENCE",1.2,"MATURE PINYON-JUNIPER WOODLAND","SHRUB","ARFR4",0,5
"1902","R036XY114CO","REFERENCE",1.2,"MATURE PINYON-JUNIPER WOODLAND","SHRUB","PERA4",0,5
"1903","R036XY114CO","REFERENCE",1.2,"MATURE PINYON-JUNIPER WOODLAND","SHRUB","PUTR2",0,5
"1904","R036XY114CO","REFERENCE",1.2,"MATURE PINYON-JUNIPER WOODLAND","SHRUB","ARTRV",0,5
"1905","R036XY114CO","REFERENCE",1.2,"MATURE PINYON-JUNIPER WOODLAND","TREE","PIED",60,350
"1906","R036XY114CO","REFERENCE",1.2,"MATURE PINYON-JUNIPER WOODLAND","TREE","JUOS",20,200
"1907","R036XY114CO","REFERENCE",1.3,"PERENNIAL SHRUBLAND WITH SCATTERED PJ","GRASS","PASM",90,180
"1908","R036XY114CO","REFERENCE",1.3,"PERENNIAL SHRUBLAND WITH SCATTERED PJ","GRASS","ACHY",90,135
"1909","R036XY114CO","REFERENCE",1.3,"PERENNIAL SHRUBLAND WITH SCATTERED PJ","GRASS","POSE",90,135
"1910","R036XY114CO","REFERENCE",1.3,"PERENNIAL SHRUBLAND WITH SCATTERED PJ","GRASS","PSSPS",90,135
"1911","R036XY114CO","REFERENCE",1.3,"PERENNIAL SHRUBLAND WITH SCATTERED PJ","GRASS","SPCR",45,90
"1912","R036XY114CO","REFERENCE",1.3,"PERENNIAL SHRUBLAND WITH SCATTERED PJ","GRASS","ELEL5",45,90
"1913","R036XY114CO","REFERENCE",1.3,"PERENNIAL SHRUBLAND WITH SCATTERED PJ","GRASS","POFE",45,90
"1914","R036XY114CO","REFERENCE",1.3,"PERENNIAL SHRUBLAND WITH SCATTERED PJ","GRASS","KOMA",45,90
"1915","R036XY114CO","REFERENCE",1.3,"PERENNIAL SHRUBLAND WITH SCATTERED PJ","GRASS","LESA4",10,45
"1916","R036XY114CO","REFERENCE",1.3,"PERENNIAL SHRUBLAND WITH SCATTERED PJ","GRASS","BOGR2",10,45
"1917","R036XY114CO","REFERENCE",1.3,"PERENNIAL SHRUBLAND WITH SCATTERED PJ","GRASS","CAGE2",10,45
"1918","R036XY114CO","REFERENCE",1.3,"PERENNIAL SHRUBLAND WITH SCATTERED PJ","GRASS","HECOC8",5,35
"1919","R036XY114CO","REFERENCE",1.3,"PERENNIAL SHRUBLAND WITH SCATTERED PJ","FORB","ARLU",10,25
"1920","R036XY114CO","REFERENCE",1.3,"PERENNIAL SHRUBLAND WITH SCATTERED PJ","FORB","BASA3",10,25
"1921","R036XY114CO","REFERENCE",1.3,"PERENNIAL SHRUBLAND WITH SCATTERED PJ","FORB","CRFE3",10,25
"1922","R036XY114CO","REFERENCE",1.3,"PERENNIAL SHRUBLAND WITH SCATTERED PJ","FORB","ERDE6",10,25
"1923","R036XY114CO","REFERENCE",1.3,"PERENNIAL SHRUBLAND WITH SCATTERED PJ","FORB","ERST4",10,25
"1924","R036XY114CO","REFERENCE",1.3,"PERENNIAL SHRUBLAND WITH SCATTERED PJ","FORB","ERUM",10,25
"1925","R036XY114CO","REFERENCE",1.3,"PERENNIAL SHRUBLAND WITH SCATTERED PJ","FORB","HEVI4",10,25
"1926","R036XY114CO","REFERENCE",1.3,"PERENNIAL SHRUBLAND WITH SCATTERED PJ","FORB","IPAGA3",10,25
"1927","R036XY114CO","REFERENCE",1.3,"PERENNIAL SHRUBLAND WITH SCATTERED PJ","FORB","OXYTR",10,25
"1928","R036XY114CO","REFERENCE",1.3,"PERENNIAL SHRUBLAND WITH SCATTERED PJ","FORB","PECA4",10,25
"1929","R036XY114CO","REFERENCE",1.3,"PERENNIAL SHRUBLAND WITH SCATTERED PJ","FORB","PEPU7",10,25
"1930","R036XY114CO","REFERENCE",1.3,"PERENNIAL SHRUBLAND WITH SCATTERED PJ","FORB","PEST2",10,25
"1931","R036XY114CO","REFERENCE",1.3,"PERENNIAL SHRUBLAND WITH SCATTERED PJ","FORB","PHHO",10,25
"1932","R036XY114CO","REFERENCE",1.3,"PERENNIAL SHRUBLAND WITH SCATTERED PJ","FORB","PHLO2",10,25
"1933","R036XY114CO","REFERENCE",1.3,"PERENNIAL SHRUBLAND WITH SCATTERED PJ","FORB","SPCO",10,25
"1934","R036XY114CO","REFERENCE",1.3,"PERENNIAL SHRUBLAND WITH SCATTERED PJ","FORB","STAC",10,25
"1935","R036XY114CO","REFERENCE",1.3,"PERENNIAL SHRUBLAND WITH SCATTERED PJ","SHRUB","ARTRW8",40,100
"1936","R036XY114CO","REFERENCE",1.3,"PERENNIAL SHRUBLAND WITH SCATTERED PJ","SHRUB","CEMO2",5,50
"1937","R036XY114CO","REFERENCE",1.3,"PERENNIAL SHRUBLAND WITH SCATTERED PJ","SHRUB","CHVIV4",5,50
"1938","R036XY114CO","REFERENCE",1.3,"PERENNIAL SHRUBLAND WITH SCATTERED PJ","SHRUB","OPPO",5,50
"1939","R036XY114CO","REFERENCE",1.3,"PERENNIAL SHRUBLAND WITH SCATTERED PJ","SHRUB","AMUT",5,50
"1940","R036XY114CO","REFERENCE",1.3,"PERENNIAL SHRUBLAND WITH SCATTERED PJ","SHRUB","QUGA",5,50
"1941","R036XY114CO","REFERENCE",1.3,"PERENNIAL SHRUBLAND WITH SCATTERED PJ","SHRUB","ARNO4",5,50
"1942","R036XY114CO","REFERENCE",1.3,"PERENNIAL SHRUBLAND WITH SCATTERED PJ","SHRUB","ARTRV",5,30
"1943","R036XY114CO","REFERENCE",1.3,"PERENNIAL SHRUBLAND WITH SCATTERED PJ","SHRUB","RICE",5,30
"1944","R036XY114CO","REFERENCE",1.3,"PERENNIAL SHRUBLAND WITH SCATTERED PJ","SHRUB","SYOR2",5,30
"1945","R036XY114CO","REFERENCE",1.3,"PERENNIAL SHRUBLAND WITH SCATTERED PJ","SHRUB","YUGL",5,30
"1946","R036XY114CO","REFERENCE",1.3,"PERENNIAL SHRUBLAND WITH SCATTERED PJ","SHRUB","ARFR4",5,30
"1947","R036XY114CO","REFERENCE",1.3,"PERENNIAL SHRUBLAND WITH SCATTERED PJ","SHRUB","PERA",5,30
"1948","R036XY114CO","REFERENCE",1.3,"PERENNIAL SHRUBLAND WITH SCATTERED PJ","SHRUB","PUTR2",5,30
"1949","R036XY114CO","REFERENCE",1.3,"PERENNIAL SHRUBLAND WITH SCATTERED PJ","TREE","PIED",10,150
"1950","R036XY114CO","REFERENCE",1.3,"PERENNIAL SHRUBLAND WITH SCATTERED PJ","TREE","JUOS",5,100
"1951","R036XY113CO","REFERENCE",1.3,"PERENNIAL SHRUBLAND WITH SCATTERED PJ","GRASS","PLJA",25,60
"1952","R036XY113CO","REFERENCE",1.3,"PERENNIAL SHRUBLAND WITH SCATTERED PJ","GRASS","ACHY",25,45
"1953","R036XY113CO","REFERENCE",1.3,"PERENNIAL SHRUBLAND WITH SCATTERED PJ","GRASS","HECO26",25,45
"1954","R036XY113CO","REFERENCE",1.3,"PERENNIAL SHRUBLAND WITH SCATTERED PJ","GRASS","ELEL5",10,30
"1955","R036XY113CO","REFERENCE",1.3,"PERENNIAL SHRUBLAND WITH SCATTERED PJ","GRASS","KOMA",0,15
"1956","R036XY113CO","REFERENCE",1.3,"PERENNIAL SHRUBLAND WITH SCATTERED PJ","GRASS","ARPUL",0,15
"1957","R036XY113CO","REFERENCE",1.3,"PERENNIAL SHRUBLAND WITH SCATTERED PJ","GRASS","BOGR2",0,15
"1958","R036XY113CO","REFERENCE",1.3,"PERENNIAL SHRUBLAND WITH SCATTERED PJ","FORB","ANRO2",0,15
"1959","R036XY113CO","REFERENCE",1.3,"PERENNIAL SHRUBLAND WITH SCATTERED PJ","FORB","HEVI4",0,10
"1960","R036XY113CO","REFERENCE",1.3,"PERENNIAL SHRUBLAND WITH SCATTERED PJ","FORB","PHHO",0,10
"1961","R036XY113CO","REFERENCE",1.3,"PERENNIAL SHRUBLAND WITH SCATTERED PJ","FORB","SPCO",1,10
"1962","R036XY113CO","REFERENCE",1.3,"PERENNIAL SHRUBLAND WITH SCATTERED PJ","FORB","STAC",0,5
"1963","R036XY113CO","REFERENCE",1.3,"PERENNIAL SHRUBLAND WITH SCATTERED PJ","FORB","SEFLF",0,5
"1964","R036XY113CO","REFERENCE",1.3,"PERENNIAL SHRUBLAND WITH SCATTERED PJ","FORB","MACAC3",0,5
"1965","R036XY113CO","REFERENCE",1.3,"PERENNIAL SHRUBLAND WITH SCATTERED PJ","FORB","MIMU",0,5
"1966","R036XY113CO","REFERENCE",1.3,"PERENNIAL SHRUBLAND WITH SCATTERED PJ","FORB","CHDO",0,5
"1967","R036XY113CO","REFERENCE",1.3,"PERENNIAL SHRUBLAND WITH SCATTERED PJ","FORB","STPI",0,3
"1968","R036XY113CO","REFERENCE",1.3,"PERENNIAL SHRUBLAND WITH SCATTERED PJ","FORB","ARTRW8",10,30
"1969","R036XY113CO","REFERENCE",1.3,"PERENNIAL SHRUBLAND WITH SCATTERED PJ","FORB","ATCO",10,30
"1970","R036XY113CO","REFERENCE",1.3,"PERENNIAL SHRUBLAND WITH SCATTERED PJ","FORB","ARNO4",0,15
"1971","R036XY113CO","REFERENCE",1.3,"PERENNIAL SHRUBLAND WITH SCATTERED PJ","FORB","CHVI8",0,15
"1972","R036XY113CO","REFERENCE",1.3,"PERENNIAL SHRUBLAND WITH SCATTERED PJ","FORB","GUSA2",0,15
"1973","R036XY113CO","REFERENCE",1.3,"PERENNIAL SHRUBLAND WITH SCATTERED PJ","FORB","KRLA2",2,15
"1974","R036XY113CO","REFERENCE",1.3,"PERENNIAL SHRUBLAND WITH SCATTERED PJ","FORB","OPPO",0,15
"1975","R036XY113CO","REFERENCE",1.3,"PERENNIAL SHRUBLAND WITH SCATTERED PJ","FORB","EPVI",0,10
"1976","R036XY113CO","REFERENCE",1.3,"PERENNIAL SHRUBLAND WITH SCATTERED PJ","FORB","EREF",0,10
"1977","R036XY113CO","REFERENCE",1.3,"PERENNIAL SHRUBLAND WITH SCATTERED PJ","FORB","CHDE2",0,10
"1978","R036XY113CO","REFERENCE",1.3,"PERENNIAL SHRUBLAND WITH SCATTERED PJ","FORB","YUGL",0,5
"1979","R036XY113CO","REFERENCE",1.3,"PERENNIAL SHRUBLAND WITH SCATTERED PJ","FORB","CEIN7",0,5
"1980","R036XY113CO","REFERENCE",1.3,"PERENNIAL SHRUBLAND WITH SCATTERED PJ","TREE","JUOS",10,60
"1981","R036XY113CO","REFERENCE",1.3,"PERENNIAL SHRUBLAND WITH SCATTERED PJ","TREE","PIED",0,15
